number_participant,name,club,nik,gender,phone,address,target_Name,
180,Afid Riyadi,"Kridho Senopati,  Klaten",32543392,Male,8738631558,"Kridho Senopati,  Klaten",Target M,
181,Moh. Riswanto,Jemparingan Cirebon,32543393,Male,8864447288,Jemparingan Cirebon,Target M,
182,Sringatipan,"Krido Purihutomo, Klaten",32543394,Male,8990263018,"Krido Purihutomo, Klaten",Target M,
183,Abah Joko,"Mangesti, Sleman",32543395,Male,9116078748,"Mangesti, Sleman",Target M,
184,Bambang Yuwono,"Surya Bhirawa, Klaten",32543396,Male,9241894478,"Surya Bhirawa, Klaten",Target M,
185,Andreas,"Krido Purihutomo, Klaten",32543397,Male,9367710208,"Krido Purihutomo, Klaten",Target M,
186,Rendi Dimas S,Jemparingan Lareangon  Klaten ,32543398,Male,9493525938,Jemparingan Lareangon  Klaten ,Target M,
187,Yanu Anggara,Perpatri Sidoarjo,32543399,Male,9619341668,Perpatri Sidoarjo,Target M,
188,Hendrik,Tangger Jemparingan,32543400,Male,9745157398,Tangger Jemparingan,Target M,
189,Anita Purnawiyati,"Wedhi Ayu, Banyumas",32543401,Male,9870973128,"Wedhi Ayu, Banyumas",Target M,
190,Dimaz Arifin Hamsyah,Kawedanan Kaprajuritan 1 Karaton Yogyakarta,32543402,Male,9996788858,Kawedanan Kaprajuritan 1 Karaton Yogyakarta,Target M,
191,Ghozali,Gading Archery. Klaten,32543403,Male,10122604588,Gading Archery. Klaten,Target M,
192,Rizki Noviardana,"Alap - Alap Slarong , Yogyakata",32543404,Male,10248420318,"Alap - Alap Slarong , Yogyakata",Target M,
193,Sugeng,"Kridho Senopati,  Klaten",32543405,Male,10374236048,"Kridho Senopati,  Klaten",Target N,
194,Muhammad Kennard Pasya,Jemparingan Cirebon,32543406,Male,10500051778,Jemparingan Cirebon,Target N,
195,Arya,"Surya Bhirawa, Klaten",32543407,Male,10625867508,"Surya Bhirawa, Klaten",Target N,
196,Yakub,Pajero Klaten,32543408,Male,10751683238,Pajero Klaten,Target N,
197,Imam Yuda Permana,"Mangesti, Sleman",32543409,Male,10877498968,"Mangesti, Sleman",Target N,
198,M.Akbar,"Krido Purihutomo, Klaten",32543410,Male,11003314698,"Krido Purihutomo, Klaten",Target N,
199,Muawan Abd Qoyum,"Sipas Sriwedari, Solo",32543411,Male,11129130427,"Sipas Sriwedari, Solo",Target N,
200,Murdoko,Kawedanan Kaprajuritan 2 Karaton Yogyakarta,32543412,Male,11254946157,Kawedanan Kaprajuritan 2 Karaton Yogyakarta,Target N,
201,Slamet,"Rospring, Sukoharjo",32543413,Male,11380761887,"Rospring, Sukoharjo",Target N,
202,Dhanang,"Giri Mandala ,  Wonogiri",32543414,Male,11506577617,"Giri Mandala ,  Wonogiri",Target N,
203,Reksa  Darma P,"L P G, Surabaya",32543415,Male,11632393347,"L P G, Surabaya",Target N,
204,Lesti Utami,"Wedhi Ayu, Banyumas",32543416,Male,11758209077,"Wedhi Ayu, Banyumas",Target N,
205,Okky Caesaryanto,Kawedanan Kaprajuritan 2 Karaton Yogyakarta,32543417,Male,11884024807,Kawedanan Kaprajuritan 2 Karaton Yogyakarta,Target N,
206,Nanang Rasmawan,Bca Surabaya,32543418,Male,12009840537,Bca Surabaya,Target N,
207,Agung Surjan,"Hanacara, Jogja",32543419,Male,12135656267,"Hanacara, Jogja",Target O,
208,Sumarsih,"Loh Jinawi, Jogja ",32543420,Male,12261471997,"Loh Jinawi, Jogja ",Target O,
209,Yajid,"Rospring, Sukoharjo",32543421,Male,12387287727,"Rospring, Sukoharjo",Target O,
210,Setyawan Joni Efendi,Kawedanan Kaprajuritan 2 Karaton Yogyakarta,32543422,Male,12513103457,Kawedanan Kaprajuritan 2 Karaton Yogyakarta,Target O,
211,Annas,"Surya Bhirawa, Klaten",32543423,Male,12638919187,"Surya Bhirawa, Klaten",Target O,
212,Supriyanto,"Loh Jinawi, Jogja ",32543424,Male,12764734917,"Loh Jinawi, Jogja ",Target O,
213,Purwo Supriyanto,"Mangesti, Sleman",32543425,Male,12890550647,"Mangesti, Sleman",Target O,
214,Muhammad Rasyiddin,Kawedanan Kaprajuritan 2 Karaton Yogyakarta,32543426,Male,13016366377,Kawedanan Kaprajuritan 2 Karaton Yogyakarta,Target O,
215,Suhartoyo,Jemparingan Cirebon,32543427,Male,13142182107,Jemparingan Cirebon,Target O,
216,Mukhammad Dafid,"L P G, Surabaya",32543428,Male,13267997837,"L P G, Surabaya",Target O,
217,Susi Rakhmawati,"Wedhi Ayu, Banyumas",32543429,Male,13393813567,"Wedhi Ayu, Banyumas",Target O,
218,Satrio Ariwibowo,"Alap - Alap Slarong , Yogyakata",32543430,Male,13519629297,"Alap - Alap Slarong , Yogyakata",Target O,
219,Topik,"Jaluwasi,  Jogja",32543431,Male,13645445027,"Jaluwasi,  Jogja",Target O,
220,Yuli,Pashupatastra Magetan,32543432,Male,13771260757,Pashupatastra Magetan,Target O,
221,Joko S,"Giri Mandala ,  Wonogiri",32543433,Male,13897076487,"Giri Mandala ,  Wonogiri",Target P,
222,Abdullah Aqiel Abiyyi,"L P G, Surabaya",32543434,Male,14022892217,"L P G, Surabaya",Target P,
223,Eri Kurniasih,"Wedhi Ayu, Banyumas",32543435,Male,14148707947,"Wedhi Ayu, Banyumas",Target P,
224,Muhammad Jamal,"Alap - Alap Slarong , Yogyakata",32543436,Male,14274523677,"Alap - Alap Slarong , Yogyakata",Target P,
225,Didi Suhadi,Jemparingan Cirebon,32543437,Male,14400339407,Jemparingan Cirebon,Target P,
226,Friday,"Cungkuk, Jogja ",32543438,Male,14526155137,"Cungkuk, Jogja ",Target P,
227,Budi Nuralam,"Mangesti, Sleman",32543439,Male,14651970867,"Mangesti, Sleman",Target P,
228,Supriyadi,Kawedanan Kaprajuritan 2 Karaton Yogyakarta,32543440,Male,14777786597,Kawedanan Kaprajuritan 2 Karaton Yogyakarta,Target P,
229,Aris Siswanto,"Rospring, Sukoharjo",32543441,Male,14903602327,"Rospring, Sukoharjo",Target P,
230,Alvian Octaviano Wijayanto,Arah  Archery Unair Surabaya,32543442,Male,15029418057,Arah  Archery Unair Surabaya,Target P,
231,Wandiyo,Bwt,32543443,Male,15155233787,Bwt,Target P,
232,Rm.Rudityo W,"Winata Manggala , Jogja",32543444,Male,15281049517,"Winata Manggala , Jogja",Target P,
233,Rbg. Kushariyono Arief Wibowo,"Laskar Panji Suryanegara, Malang",32543445,Male,15406865247,"Laskar Panji Suryanegara, Malang",Target P,
234,Mujiyanto,Kridobusoro Klaten,32543446,Male,15532680977,Kridobusoro Klaten,Target P,
235,Riyadi,Jemparingan Lareangon  Klaten ,32543447,Male,15658496707,Jemparingan Lareangon  Klaten ,Target Q,
236,Andi Sukmana,Jemparingan Cirebon,32543448,Male,15784312437,Jemparingan Cirebon,Target Q,
237,Siswadi,Pajero Klaten,32543449,Male,15910128167,Pajero Klaten,Target Q,
238,Muhammad Rizal Syahroni,Bca Surabaya,32543450,Male,16035943897,Bca Surabaya,Target Q,
239,Eksand,Bodronoyo Jogja,32543451,Male,16161759627,Bodronoyo Jogja,Target Q,
240,Hilal Musholi,"Pametri Projo, Gunungkidul",32543452,Male,16287575357,"Pametri Projo, Gunungkidul",Target Q,
241,Aryo Prakoso,Royal Brongto Yogyakarta,32543453,Male,16413391087,Royal Brongto Yogyakarta,Target Q,
242,Alb. Listiyo Purwinto,Bwt,32543454,Male,16539206817,Bwt,Target Q,
243,Agus Sutopo,"Pjkm, Klaten",32543455,Male,16665022547,"Pjkm, Klaten",Target Q,
244,Rb. Muhammad Akmal Maulana,Arah  Archery Unair Surabaya,32543456,Male,16790838277,Arah  Archery Unair Surabaya,Target Q,
245,Faisal Bahri,Kridobusoro Klaten,32543457,Male,16916654007,Kridobusoro Klaten,Target Q,
246,Faizal Helmi,"Melati Langit, Sleman",32543458,Male,17042469737,"Melati Langit, Sleman",Target Q,
247,Mulyono,Elbadr  Sukoharjo,32543459,Male,17168285467,Elbadr  Sukoharjo,Target Q,
248,Joko Bro,Danurwendho. Jogjakarta,32543460,Male,17294101197,Danurwendho. Jogjakarta,Target Q,
249,Bergas Rezqika,Royal Brongto Yogyakarta,32543461,Male,17419916927,Royal Brongto Yogyakarta,Target R,
250,Muhammad Syafiq Zuhdi,Arah  Archery Unair Surabaya,32543462,Male,17545732657,Arah  Archery Unair Surabaya,Target R,
251,Agus Widodo,Bwt,32543463,Male,17671548387,Bwt,Target R,
252,Ade Nugraha,Jemparingan Cirebon,32543464,Male,17797364117,Jemparingan Cirebon,Target R,
253,Anton,Pajero Klaten,32543465,Male,17923179847,Pajero Klaten,Target R,
254,Martoto,"Pjkm, Klaten",32543466,Male,18048995577,"Pjkm, Klaten",Target R,
255,Tama,Bodronoyo Jogja,32543467,Male,18174811307,Bodronoyo Jogja,Target R,
256,Sahadi,Kridobusoro Klaten,32543468,Male,18300627037,Kridobusoro Klaten,Target R,
257,Bambang Edy,"Winata Manggala , Jogja",32543469,Male,18426442767,"Winata Manggala , Jogja",Target R,
258,Lukman Eko Pambudi,"Laskar Panji Suryanegara, Malang",32543470,Male,18552258497,"Laskar Panji Suryanegara, Malang",Target R,
259,Abdur,Elbadr  Sukoharjo,32543471,Male,18678074227,Elbadr  Sukoharjo,Target R,
260,Wawan,Danurwendho. Jogjakarta,32543472,Male,18803889957,Danurwendho. Jogjakarta,Target R,
261,Wiyono Bronoseto,Agung Sedayu Jogja,32543473,Male,18929705687,Agung Sedayu Jogja,Target R,
262,Pras,"Al Fatih Archery,  Klaten",32543474,Male,19055521417,"Al Fatih Archery,  Klaten",Target R,
263,Habib,Elbadr  Sukoharjo,32543475,Male,19181337147,Elbadr  Sukoharjo,Target S,
264,Rosidi,Kridobusoro Klaten,32543476,Male,19307152877,Kridobusoro Klaten,Target S,
265,Agung Priambodo,Bodronoyo Jogja,32543477,Male,19432968607,Bodronoyo Jogja,Target S,
266,Catur Apriyanto,"Pjkm, Klaten",32543478,Male,19558784337,"Pjkm, Klaten",Target S,
267,Muhammad Abdul Khaliq Al Hakim,Bwt,32543479,Male,19684600067,Bwt,Target S,
268,Cas Mugi,Danurwendho. Jogjakarta,32543480,Male,19810415797,Danurwendho. Jogjakarta,Target S,
269,Sudiman,Agung Sedayu Jogja,32543481,Male,19936231527,Agung Sedayu Jogja,Target S,
270,Adzan,"Al Fatih Archery,  Klaten",32543482,Male,20062047257,"Al Fatih Archery,  Klaten",Target S,
271,Banu Iswanto,"Melati Langit, Sleman",32543483,Male,20187862987,"Melati Langit, Sleman",Target S,
272,Slamet Fajar,Kobra D Kalman Yogjakarta,32543484,Male,20313678717,Kobra D Kalman Yogjakarta,Target S,
273,Juni Waldiyono,"Kensinau, Kulon Progo",32543485,Male,20439494447,"Kensinau, Kulon Progo",Target S,
274,Heri,"Pasty Istimewa ,  Yogyakarta",32543486,Male,20565310177,"Pasty Istimewa ,  Yogyakarta",Target S,
275,Rahmat D,"Paser Suro, Surabaya",32543487,Male,20691125907,"Paser Suro, Surabaya",Target S,
276,Hartono Putro,"Kridha Warastra, Bantul",32543488,Male,20816941637,"Kridha Warastra, Bantul",Target S,
277,Daliman,Kobra D Kalman Yogjakarta,32543489,Male,20942757367,Kobra D Kalman Yogjakarta,Target T,
278,Arjun Kamanjaya,Agung Sedayu Jogja,32543490,Male,21068573097,Agung Sedayu Jogja,Target T,
279,Fathoni,Elbadr  Sukoharjo,32543491,Male,21194388827,Elbadr  Sukoharjo,Target T,
280,Budi,Kridobusoro Klaten,32543492,Male,21320204557,Kridobusoro Klaten,Target T,
281,Sapto Priyono,"Pjkm, Klaten",32543493,Male,21446020287,"Pjkm, Klaten",Target T,
282,Muhammad Abdul Aziz,Bwt,32543494,Male,21571836017,Bwt,Target T,
283,Agus Widodo,Danurwendho. Jogjakarta,32543495,Male,21697651747,Danurwendho. Jogjakarta,Target T,
284,Teguh Supriya,"Kensinau, Kulon Progo",32543496,Male,21823467477,"Kensinau, Kulon Progo",Target T,
285,Heru,"Pasty Istimewa ,  Yogyakarta",32543497,Male,21949283207,"Pasty Istimewa ,  Yogyakarta",Target T,
286,M. Syahroni,"Paser Suro, Surabaya",32543498,Male,22075098937,"Paser Suro, Surabaya",Target T,
287,Danang Da,"Kridha Warastra, Bantul",32543499,Male,22200914667,"Kridha Warastra, Bantul",Target T,
288,Kiswadi,"Ronggo Sedayu, Klaten",32543500,Male,22326730397,"Ronggo Sedayu, Klaten",Target T,
289,Nuraziz,"Hantu Maut, Yogyakarta",32543501,Male,22452546127,"Hantu Maut, Yogyakarta",Target T,
290,Ana Suryana,"Walet Basura Pajajaran, Jawa Barat",32543502,Male,22578361857,"Walet Basura Pajajaran, Jawa Barat",Target T,
291,Widiatmoko,Agung Sedayu Jogja,32543503,Male,22704177587,Agung Sedayu Jogja,Target U,
292,Winarno,Kridobusoro Klaten,32543504,Male,22829993317,Kridobusoro Klaten,Target U,
293,"Drs Ary Widayanto, M,Pd",Bwt,32543505,Male,22955809047,Bwt,Target U,
294,Hdc,"Al Fatih Archery,  Klaten",32543506,Male,23081624776,"Al Fatih Archery,  Klaten",Target U,
295,Rodin,"Kensinau, Kulon Progo",32543507,Male,23207440506,"Kensinau, Kulon Progo",Target U,
296,Asep,"Pasty Istimewa ,  Yogyakarta",32543508,Male,23333256236,"Pasty Istimewa ,  Yogyakarta",Target U,
297,Ivan W,"Paser Suro, Surabaya",32543509,Male,23459071966,"Paser Suro, Surabaya",Target U,
298,Suharno,"Ronggo Sedayu, Klaten",32543510,Male,23584887696,"Ronggo Sedayu, Klaten",Target U,
299,Sumarno,"Kridha Warastra, Bantul",32543511,Male,23710703426,"Kridha Warastra, Bantul",Target U,
300,Danang Rusmandoko,"Hantu Maut, Yogyakarta",32543512,Male,23836519156,"Hantu Maut, Yogyakarta",Target U,
301,Sugito,"Jcc, Sleman",32543513,Male,23962334886,"Jcc, Sleman",Target U,
302,Abhimanyu,"Jemparingan Tasikmalaya, Jawa Barat",32543514,Male,24088150616,"Jemparingan Tasikmalaya, Jawa Barat",Target U,
303,Panut Widodo,"Paguyuban Wirotomo , Jogja",32543515,Male,24213966346,"Paguyuban Wirotomo , Jogja",Target U,
304,Lasono,"Warastra ,  Sleman",32543516,Male,24339782076,"Warastra ,  Sleman",Target U,
305,Husen,"Kensinau, Kulon Progo",32543517,Male,24465597806,"Kensinau, Kulon Progo",Target V,
306,Giyanto,Agung Sedayu Jogja,32543518,Male,24591413536,Agung Sedayu Jogja,Target V,
307,Tatang,Kridobusoro Klaten,32543519,Male,24717229266,Kridobusoro Klaten,Target V,
308,"Drs Surpiyanto, M.S.I",Bwt,32543520,Male,24843044996,Bwt,Target V,
309,Sukirno,"Kridha Warastra, Bantul",32543521,Male,24968860726,"Kridha Warastra, Bantul",Target V,
310,Tono,"Pasty Istimewa ,  Yogyakarta",32543522,Male,25094676456,"Pasty Istimewa ,  Yogyakarta",Target V,
311,Santoso Triwardono,"Ki Ageng Lembah Manah, Yogyakarta",32543523,Male,25220492186,"Ki Ageng Lembah Manah, Yogyakarta",Target V,
312,Yan Arief,"Jcc, Sleman",32543524,Male,25346307916,"Jcc, Sleman",Target V,
313,Bayu,"Paguyuban Wirotomo , Jogja",32543525,Male,25472123646,"Paguyuban Wirotomo , Jogja",Target V,
314,Sumaryanto,"Warastra ,  Sleman",32543526,Male,25597939376,"Warastra ,  Sleman",Target V,
315,Farel Arya Perkasa,Jemparingan Panggungharjo Bantul,32543527,Male,25723755106,Jemparingan Panggungharjo Bantul,Target V,
316,Anggit,"Gendewo Mas,  Banyumas",32543528,Male,25849570836,"Gendewo Mas,  Banyumas",Target V,
317,Bima Aldy Setyawan,"Warastra Jati,  Gunungkidul",32543529,Male,25975386566,"Warastra Jati,  Gunungkidul",Target V,
318,Ali W,"Paser Suro, Surabaya",32543530,Male,26101202296,"Paser Suro, Surabaya",Target V,
319,Hatif P,"Paser Suro, Surabaya",32543531,Male,26227018026,"Paser Suro, Surabaya",Target W,
320,Nur Wicaksana,"Kridha Warastra, Bantul",32543532,Male,26352833756,"Kridha Warastra, Bantul",Target W,
321,Prasetya H Wardana,Bwt,32543533,Male,26478649486,Bwt,Target W,
322,Ristanto,Agung Sedayu Jogja,32543534,Male,26604465216,Agung Sedayu Jogja,Target W,
323,Joko Witono,Kridobusoro Klaten,32543535,Male,26730280946,Kridobusoro Klaten,Target W,
324,Zukrofi,"Kensinau, Kulon Progo",32543536,Male,26856096676,"Kensinau, Kulon Progo",Target W,
325,Guntur,"Pasty Istimewa ,  Yogyakarta",32543537,Male,26981912406,"Pasty Istimewa ,  Yogyakarta",Target W,
326,Katono,"Hantu Maut, Yogyakarta",32543538,Male,27107728136,"Hantu Maut, Yogyakarta",Target W,
327,Iman Supardan,"Walet Basura Pajajaran, Jawa Barat",32543539,Male,27233543866,"Walet Basura Pajajaran, Jawa Barat",Target W,
328,Arisady,"Warastra ,  Sleman",32543540,Male,27359359596,"Warastra ,  Sleman",Target W,
329,Yudi Wiratno,"Ki Ageng Lembah Manah, Yogyakarta",32543541,Male,27485175326,"Ki Ageng Lembah Manah, Yogyakarta",Target W,
330,Fian,"Jcc, Sleman",32543542,Male,27610991056,"Jcc, Sleman",Target W,
331,Riyan,"Paguyuban Wirotomo , Jogja",32543543,Male,27736806786,"Paguyuban Wirotomo , Jogja",Target W,
332,Agus Prasetyo,"Ronggo Sedayu, Klaten",32543544,Male,27862622516,"Ronggo Sedayu, Klaten",Target W,
333,Jhon Rudi S.Y.,"Ronggo Sedayu, Klaten",32543545,Male,27988438246,"Ronggo Sedayu, Klaten",Target X,
334,Matheus Bimo Udoro,Bwt,32543546,Male,28114253976,Bwt,Target X,
335,Galih Septyan,Agung Sedayu Jogja,32543547,Male,28240069706,Agung Sedayu Jogja,Target X,
336,Wawan,Kridobusoro Klaten,32543548,Male,28365885436,Kridobusoro Klaten,Target X,
337,Joko,"Kensinau, Kulon Progo",32543549,Male,28491701166,"Kensinau, Kulon Progo",Target X,
338,Riski,"Pasty Istimewa ,  Yogyakarta",32543550,Male,28617516896,"Pasty Istimewa ,  Yogyakarta",Target X,
339,Eko Ba'Abut,"Paser Suro, Surabaya",32543551,Male,28743332626,"Paser Suro, Surabaya",Target X,
340,Triono,"Hantu Maut, Yogyakarta",32543552,Male,28869148356,"Hantu Maut, Yogyakarta",Target X,
341,Maulana Yusup,"Walet Basura Pajajaran, Jawa Barat",32543553,Male,28994964086,"Walet Basura Pajajaran, Jawa Barat",Target X,
342,Budi Yuliarso,"Ki Ageng Lembah Manah, Yogyakarta",32543554,Male,29120779816,"Ki Ageng Lembah Manah, Yogyakarta",Target X,
343,P.Ngatino,"Paguyuban Wirotomo , Jogja",32543555,Male,29246595546,"Paguyuban Wirotomo , Jogja",Target X,
344,Supriyanto,"Lembah Manah, Wonogiri",32543556,Male,29372411276,"Lembah Manah, Wonogiri",Target X,
345,Surono,"Jcc, Sleman",32543557,Male,29498227006,"Jcc, Sleman",Target X,
346,Puji Setiawan,Jemparingan Panggungharjo Bantul,32543558,Male,29624042736,Jemparingan Panggungharjo Bantul,Target X,
347,Yulianta,"Hantu Maut, Yogyakarta",32543559,Male,29749858466,"Hantu Maut, Yogyakarta",Target Y,
348,Julius Rio Rolando S.,"Walet Basura Pajajaran, Jawa Barat",32543560,Male,29875674196,"Walet Basura Pajajaran, Jawa Barat",Target Y,
349,Anas,Kridobusoro Klaten,32543561,Male,30001489926,Kridobusoro Klaten,Target Y,
350,Cipuk Dwi,Agung Sedayu Jogja,32543562,Male,30127305656,Agung Sedayu Jogja,Target Y,
351,Purteso,"Kensinau, Kulon Progo",32543563,Male,30253121386,"Kensinau, Kulon Progo",Target Y,
352,Nanang,"Pasty Istimewa ,  Yogyakarta",32543564,Male,30378937116,"Pasty Istimewa ,  Yogyakarta",Target Y,
353,Haryanto,"Ronggo Sedayu, Klaten",32543565,Male,30504752846,"Ronggo Sedayu, Klaten",Target Y,
354,Decky Ardnel Wicaksono,Jemparingan Panggungharjo Bantul,32543566,Male,30630568576,Jemparingan Panggungharjo Bantul,Target Y,
355,Hastopo,"Gendewo Mas,  Banyumas",32543567,Male,30756384306,"Gendewo Mas,  Banyumas",Target Y,
356,Bayu Saputra,"Warastra Jati,  Gunungkidul",32543568,Male,30882200036,"Warastra Jati,  Gunungkidul",Target Y,
357,Satino,"Paguyuban Wirotomo , Jogja",32543569,Male,31008015766,"Paguyuban Wirotomo , Jogja",Target Y,
358,Sukardi,"Patri Jiwo,  Gunungkidul",32543570,Male,31133831496,"Patri Jiwo,  Gunungkidul",Target Y,
359,Mochamad Arifin,Djemparingan  Mojokerto,32543571,Male,31259647226,Djemparingan  Mojokerto,Target Y,
360,Soni Laksono,"Ki Ageng Lembah Manah, Yogyakarta",32543572,Male,31385462956,"Ki Ageng Lembah Manah, Yogyakarta",Target Y,
361,Lambang Aji,"Ki Ageng Lembah Manah, Yogyakarta",32543573,Male,31511278686,"Ki Ageng Lembah Manah, Yogyakarta",Target Z,
362,Kris Budiharjo,Bwt,32543574,Male,31637094416,Bwt,Target Z,
363,Budaya,Kridobusoro Klaten,32543575,Male,31762910146,Kridobusoro Klaten,Target Z,
364,Danisubandono,Agung Sedayu Jogja,32543576,Male,31888725876,Agung Sedayu Jogja,Target Z,
365,Suhar,"Kensinau, Kulon Progo",32543577,Male,32014541606,"Kensinau, Kulon Progo",Target Z,
366,Sofyan Haryadi,"Tajem, Sukoharjo",32543578,Male,32140357336,"Tajem, Sukoharjo",Target Z,
367,Opik,"Jcc, Sleman",32543579,Male,32266173066,"Jcc, Sleman",Target Z,
368,Raden Novie Kurniawan,"Walet Basura Pajajaran, Jawa Barat",32543580,Male,32391988796,"Walet Basura Pajajaran, Jawa Barat",Target Z,
369,Reistu Windu Pramudianarto,Kawedanan Kaprajuritan 1 Karaton Yogyakarta,32543581,Male,32517804526,Kawedanan Kaprajuritan 1 Karaton Yogyakarta,Target Z,
370,Kristian Prihantoro,"Ronggo Sedayu, Klaten",32543582,Male,32643620256,"Ronggo Sedayu, Klaten",Target Z,
371,Muhammad Singgih,Jemparingan Panggungharjo Bantul,32543583,Male,32769435986,Jemparingan Panggungharjo Bantul,Target Z,
372,Riyanta,"Warastra ,  Sleman",32543584,Male,32895251716,"Warastra ,  Sleman",Target Z,
373,Mr. Jery,"Gendewo Mas,  Banyumas",32543585,Male,33021067446,"Gendewo Mas,  Banyumas",Target Z,
374,Nurdin M Zakaria,"Jemparingan Tasikmalaya, Jawa Barat",32543586,Male,33146883176,"Jemparingan Tasikmalaya, Jawa Barat",Target Z,
375,Herman,"Jemparingan Tasikmalaya, Jawa Barat",32543587,Male,33272698906,"Jemparingan Tasikmalaya, Jawa Barat",Target AA,
376,Banu F,"Jcc, Sleman",32543588,Male,33398514636,"Jcc, Sleman",Target AA,
377,Budi Susilo,"Ki Ageng Lembah Manah, Yogyakarta",32543589,Male,33524330366,"Ki Ageng Lembah Manah, Yogyakarta",Target AA,
378,Mochamad Nugroho,"Lembah Manah, Wonogiri",32543590,Male,33650146096,"Lembah Manah, Wonogiri",Target AA,
379,Lea ,"Kensinau, Kulon Progo",32543591,Male,33775961826,"Kensinau, Kulon Progo",Target AA,
380,M Yazid,Agung Sedayu Jogja,32543592,Male,33901777556,Agung Sedayu Jogja,Target AA,
381,Ahmed Nur Kholis,"Ronggo Sedayu, Klaten",32543593,Male,34027593286,"Ronggo Sedayu, Klaten",Target AA,
382,Budi Triono,"Hantu Maut, Yogyakarta",32543594,Male,34153409016,"Hantu Maut, Yogyakarta",Target AA,
383,Winaryo,"Warastra ,  Sleman",32543595,Male,34279224746,"Warastra ,  Sleman",Target AA,
384,Andri Wantoro,Jemparingan Panggungharjo Bantul,32543596,Male,34405040476,Jemparingan Panggungharjo Bantul,Target AA,
385,Hasim Bahri,"Walet Basura Pajajaran, Jawa Barat",32543597,Male,34530856206,"Walet Basura Pajajaran, Jawa Barat",Target AA,
386,Sugianto,"Gendewo Mas,  Banyumas",32543598,Male,34656671936,"Gendewo Mas,  Banyumas",Target AA,
387,Charol,"Paguyuban Wirotomo , Jogja",32543599,Male,34782487666,"Paguyuban Wirotomo , Jogja",Target AA,
388,Safrudin,"Patri Jiwo,  Gunungkidul",32543600,Male,34908303396,"Patri Jiwo,  Gunungkidul",Target AA,
389,Sulardi," Jbs, Solo",32543601,Male,35034119125," Jbs, Solo",Target AA,
